dex,mean_price_eth_per_btc,std_price_eth_per_btc,min_price_eth_per_btc,max_price_eth_per_btc
sushiswap_v2,33.01595827049957,0.7139155958501122,31.41835839253072,34.504530095387516
uniswap_v2,33.015348721187436,0.7132627949806455,31.420155199897298,34.51437967893658
