timestamp,buy_dex,sell_dex,gross_edge_weth,gross_edge_bps,fee_cost_weth,fee_cost_bps,gas_cost_weth,gas_cost_bps,net_edge_weth,net_edge_bps,base_fee_per_gas_wei,opportunity_flag,stale_state,split
2026-03-14 04:52:11+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:12+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:13+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:14+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:15+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:16+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:17+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:18+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:19+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:20+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:21+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:22+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:23+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:24+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:25+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:26+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:27+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:28+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:29+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:30+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:31+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:32+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:33+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:34+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:35+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:36+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:37+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:38+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:39+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:40+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:41+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:42+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:43+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:44+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:45+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:46+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:47+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:48+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:49+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:50+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:51+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:52+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:53+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:54+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:55+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:56+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:57+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:58+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:52:59+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:53:00+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:53:01+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:53:02+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:53:03+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:53:04+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:53:05+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
2026-03-14 04:53:06+00:00,uniswap_v2,sushiswap_v2,-0.02732117600504269,-80.48605265875835,0.02019111669263829,59.481454277915184,0.0004464135896,1.3150996016240042,-0.04795870628728098,-141.28260653829756,29152680.0,False,False,train
