timestamp,reserve_wbtc,reserve_weth,last_sync_timestamp,dex,pair_address,swap_count,volume_wbtc,volume_weth,mid_price_eth_per_btc,stale_state,split
2026-03-14 03:31:59+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:00+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:01+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:02+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:03+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:04+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:05+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:06+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:07+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:08+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:09+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:10+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:11+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:12+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:13+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:14+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:15+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:16+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:17+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
2026-03-14 03:32:18+00:00,56.91476778,1922.4787860965673,2026-03-14 03:31:59+00:00,uniswap_v2,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,0,0.0,0.0,33.7782066251728,False,
