timestamp,buy_pool_address,sell_pool_address,buy_pool_name,sell_pool_name,buy_dex,sell_dex,buy_price_usd,sell_price_usd,buy_high_usd,buy_low_usd,sell_high_usd,sell_low_usd,observed_spread_bps,optimistic_spread_bps,conservative_spread_bps,buy_fee_bps,sell_fee_bps,explicit_fee_total_bps,explicit_fee_known,fee_adjusted_spread_bps,conservative_fee_adjusted_spread_bps,buy_volume_usd,sell_volume_usd,min_pool_volume_usd,total_volume_usd,buy_reserve_usd,sell_reserve_usd,min_pool_reserve_usd,buy_fee_source,sell_fee_source
2026-03-16 08:00:00+00:00,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,DAI / USDC 0.01%,DAI / USDC 0.008%,uniswap_v3,uniswap-v4-ethereum,1.00272828385957,1.00406273258474,1.00273326688919,0.996861505979519,1.00424904452245,0.994748977807955,13.308178762383438,74.10797285899662,-79.62525374275108,1.0,0.8,1.8,True,11.508178762383437,-81.42525374275108,2043.8311777605757,8061.197207780787,2043.8311777605757,10105.028385541362,1340042.2642,1958673.0799,1340042.2642,api_detail,api_detail
2026-03-16 08:00:00+00:00,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.008%,DAI / USDC 0.01%,uniswap-v4-ethereum,uniswap_v3,1.00406273258474,1.00272828385957,1.00424904452245,0.994748977807955,1.00273326688919,0.996861505979519,-13.29049153865891,80.26436075188714,-73.56281375845319,0.8,1.0,1.8,True,-15.090491538658911,-75.36281375845319,8061.197207780787,2043.8311777605757,2043.8311777605757,10105.028385541362,1958673.0799,1340042.2642,1340042.2642,api_detail,api_detail
2026-03-16 09:00:00+00:00,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,DAI / USDC 0.01%,DAI / USDC 0.008%,uniswap_v3,uniswap-v4-ethereum,0.99722886087561,0.998689543197326,1.00275722518512,0.996720055609607,1.00406273258474,0.998689543197326,14.64741323705221,73.66839800009961,-40.564973112441336,1.0,0.8,1.8,True,12.847413237052209,-42.364973112441334,30840.67522106311,351.3846673597789,351.3846673597789,31192.05988842289,1340042.2642,1958673.0799,1340042.2642,api_detail,api_detail
2026-03-16 09:00:00+00:00,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.008%,DAI / USDC 0.01%,uniswap-v4-ethereum,uniswap_v3,0.998689543197326,0.99722886087561,1.00406273258474,0.998689543197326,1.00275722518512,0.996720055609607,-14.625989945178386,40.7301950391048,-73.12966348458016,0.8,1.0,1.8,True,-16.425989945178387,-74.92966348458016,351.3846673597789,30840.67522106311,351.3846673597789,31192.05988842289,1958673.0799,1340042.2642,1340042.2642,api_detail,api_detail
2026-03-16 10:00:00+00:00,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,DAI / USDC 0.01%,DAI / USDC 0.008%,uniswap_v3,uniswap-v4-ethereum,0.997160546925394,1.00240902828416,1.00266172192916,0.996655230158235,1.00240902828416,0.998689543197326,52.63426611641364,57.7310784293128,-39.61633963837197,1.0,0.8,1.8,True,50.834266116413644,-41.416339638371966,38992.02906791581,160.3597283575684,160.3597283575684,39152.38879627338,1340042.2642,1958673.0799,1340042.2642,api_detail,api_detail
2026-03-16 10:00:00+00:00,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.008%,DAI / USDC 0.01%,uniswap-v4-ethereum,uniswap_v3,1.00240902828416,0.997160546925394,1.00240902828416,0.998689543197326,1.00266172192916,0.996655230158235,-52.35868004650701,39.77390930836266,-57.39970374941561,0.8,1.0,1.8,True,-54.15868004650701,-59.199703749415605,160.3597283575684,38992.02906791581,160.3597283575684,39152.38879627338,1958673.0799,1340042.2642,1340042.2642,api_detail,api_detail
2026-03-16 11:00:00+00:00,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,DAI / USDC 0.01%,DAI / USDC 0.008%,uniswap_v3,uniswap-v4-ethereum,0.996830110478285,0.995852478605235,0.997343315121754,0.996825249304794,1.00240902828416,0.995852478605235,-9.807407127588874,56.01562543946726,-14.948077496634848,1.0,0.8,1.8,True,-11.607407127588875,-16.74807749663485,3213.672522180205,1038.5232619711235,1038.5232619711235,4252.195784151329,1340042.2642,1958673.0799,1340042.2642,api_detail,api_detail
2026-03-16 11:00:00+00:00,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.008%,DAI / USDC 0.01%,uniswap-v4-ethereum,uniswap_v3,0.995852478605235,0.996830110478285,1.00240902828416,0.995852478605235,0.997343315121754,0.996825249304794,9.817035093584447,14.970455449456743,-55.70359824994653,0.8,1.0,1.8,True,8.017035093584447,-57.50359824994653,1038.5232619711235,3213.672522180205,1038.5232619711235,4252.195784151329,1958673.0799,1340042.2642,1340042.2642,api_detail,api_detail
2026-03-16 12:00:00+00:00,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,DAI / USDC 0.01%,DAI / USDC 0.008%,uniswap_v3,uniswap-v4-ethereum,0.997756827802588,0.997254845348007,0.999428772461994,0.996830110478285,1.00211417253714,0.995852478605235,-5.031110192315058,53.00865215959183,-35.78337901908868,1.0,0.8,1.8,True,-6.831110192315058,-37.583379019088675,46081.33348991902,686.2807607670967,686.2807607670967,46767.61425068612,1340042.2642,1958673.0799,1340042.2642,api_detail,api_detail
2026-03-16 12:00:00+00:00,0xcd0a9bc63323cd038128dfcb3a5f4f7a2946548e3ae437043fd4124218e170f0,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.008%,DAI / USDC 0.01%,uniswap-v4-ethereum,uniswap_v3,0.997254845348007,0.997756827802588,1.00211417253714,0.995852478605235,0.999428772461994,0.996830110478285,5.0336426734109985,35.911883874284456,-52.729142084448895,0.8,1.0,1.8,True,3.2336426734109986,-54.52914208444889,686.2807607670967,46081.33348991902,686.2807607670967,46767.61425068612,1958673.0799,1340042.2642,1340042.2642,api_detail,api_detail
