timestamp,open_usd,high_usd,low_usd,close_usd,volume_usd,market_slug,network,pool_address,pool_name,dex_id,reserve_in_usd,volume_h24_usd,fee_bps_from_name
2026-03-16 08:00:00+00:00,1.00273326688919,1.00273326688919,0.996861505979519,1.00272828385957,2043.8311777605757,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 09:00:00+00:00,1.00272828385957,1.00275722518512,0.996720055609607,0.99722886087561,30840.67522106311,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 10:00:00+00:00,0.99722886087561,1.00266172192916,0.996655230158235,0.997160546925394,38992.02906791581,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 11:00:00+00:00,0.997160546925394,0.997343315121754,0.996825249304794,0.996830110478285,3213.672522180205,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 12:00:00+00:00,0.996830110478285,0.999428772461994,0.996830110478285,0.997756827802588,46081.33348991902,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 13:00:00+00:00,0.997756827802588,1.00304050052734,0.997246801842283,1.0027567609989,117971.80120741588,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 14:00:00+00:00,1.0027567609989,1.00308378779446,0.996849667842094,1.00216477526347,571588.2161760215,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 15:00:00+00:00,1.00216477526347,1.00277827677309,0.996553921864206,1.00273477919816,10922.728073789582,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 16:00:00+00:00,1.00273477919816,1.00273477919816,0.996630930697318,0.997646490025727,33493.98909520114,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 17:00:00+00:00,0.997646490025727,0.998329717915011,0.997179607725785,0.997473525815452,234177.41588204884,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 18:00:00+00:00,0.997473525815452,1.00312889405485,0.997452965075317,1.00305790004729,49106.38293181037,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 19:00:00+00:00,1.00305790004729,1.00305790004729,1.00265391124275,1.00279015330281,18145.79041181709,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 20:00:00+00:00,1.00279015330281,1.00301712678703,1.00279015330281,1.00301672232546,112240.08162552345,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 21:00:00+00:00,1.00301672232546,1.0031462666481,0.997006183885488,1.00314307347732,25840.55827734019,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 22:00:00+00:00,1.00314307347732,1.0031431406083,0.998205434153675,1.00235651161387,32745.000555183975,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-16 23:00:00+00:00,1.00235651161387,1.00314361357565,0.996736845504268,0.996938199974454,568573.9336003234,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-17 00:00:00+00:00,0.996938199974454,1.00245361573375,0.996938199974454,1.00245361573375,180275.83375637152,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-17 01:00:00+00:00,1.00245361573375,1.003006682803,0.997219984004271,1.00257984568869,18671.000421556797,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-17 02:00:00+00:00,1.00257984568869,1.00257984568869,1.0024497054784,1.0024497054784,1287.36585795953,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
2026-03-17 03:00:00+00:00,1.0024497054784,1.00300706243182,0.995818674292452,1.0008721731138,974136.7344108238,mainnet_dai_usdc,eth,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,uniswap_v3,1340042.2642,5215415.55344089,1.0
