timestamp,open_usd,high_usd,low_usd,close_usd,volume_usd,market_slug,network,pool_address,pool_name,dex_id,reserve_in_usd,volume_h24_usd,fee_bps_from_name
2026-03-16 07:00:00+00:00,1.89479402214099,1.90590334607204,1.89479402214099,1.90573209778488,0.4111848002565612,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 08:00:00+00:00,1.90573209778488,1.90927048610406,1.89999093090253,1.89999093090253,1.613545877153692,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 09:00:00+00:00,1.89999093090253,1.9052513216134,1.8956955250943,1.90339639908727,0.7707691145375607,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 10:00:00+00:00,1.90339639908727,1.90339639908727,1.89829863525451,1.89829863525451,0.5379507808372156,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 11:00:00+00:00,1.89829863525451,1.90459058509023,1.89736544484613,1.90252869687171,0.686535293069515,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 12:00:00+00:00,1.90252869687171,1.90972231850216,1.90252869687171,1.90972231850216,0.120064242164231,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 13:00:00+00:00,1.90972231850216,1.91423571373189,1.90047778562879,1.90759303084756,1.48540995570422,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 14:00:00+00:00,1.90759303084756,1.91531153169459,1.9037613496756,1.90476311820016,1.748435217740501,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 15:00:00+00:00,1.90476311820016,1.90983761093009,1.90476311820016,1.90894863237382,0.831779913735724,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 16:00:00+00:00,1.90894863237382,1.91912671829121,1.9050841354554,1.91912671829121,1.5492368824970748,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 17:00:00+00:00,1.91912671829121,1.94961714730004,1.91912671829121,1.94961714730004,2.052494743819349,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 18:00:00+00:00,1.94961714730004,1.97299214835665,1.94961714730004,1.97252318614542,3.781293413597905,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 19:00:00+00:00,1.97252318614542,1.97730362510517,1.96459007421343,1.97730362510517,82.57946729045712,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 20:00:00+00:00,1.97730362510517,1.99922548723757,1.97559328106889,1.97564824687056,272.0465104719534,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 21:00:00+00:00,1.97564824687056,1.97985962591459,1.96430141177534,1.96941097375511,72.57481125260604,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 22:00:00+00:00,1.96941097375511,1.97750603290078,1.96920619705803,1.97473595899529,38.23329492821773,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-16 23:00:00+00:00,1.97473595899529,1.98117252626157,1.97389921354436,1.97554076602938,92.58022065488791,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-17 00:00:00+00:00,1.97554076602938,1.9802811428755,1.96886360350683,1.96968565156426,136.3664932961967,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-17 01:00:00+00:00,1.96968565156426,1.97242868487511,1.96243756256968,1.96823473697239,37.68579594330831,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-17 02:00:00+00:00,1.96823473697239,1.97887625215933,1.96461875361305,1.96936695306594,110.60741133448799,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-17 03:00:00+00:00,1.96936695306594,1.96936695306594,1.94971768758269,1.95480549328862,29.163662718077983,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-17 04:00:00+00:00,1.95480549328862,1.95480549328862,1.94388492398468,1.94544176488528,1.3744397358668432,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-17 05:00:00+00:00,1.94544176488528,1.94544176488528,1.93252164121777,1.93252164121777,0.2437340588958415,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-17 06:00:00+00:00,1.93252164121777,1.93813099554799,1.92937661784544,1.93813099554799,0.6455205635419584,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
2026-03-17 07:00:00+00:00,1.93813099554799,1.94408058546271,1.93793213470619,1.94159567906965,1.300965854304531,cosmos_research,kava,0x0932f9d6ef3577abcba6013f733ea14f70115973,ATOM / USDt 0.15%,wagmi-kava,2428.5309,9.140022846,15.0
