asset_notional_usd,asset_size_multiple,observed_intervals,liquidity_eligible_intervals,liquidity_eligible_share_pct,explicit_fee_known_intervals,explicit_fee_known_share_pct,observed_close_positive_intervals,observed_close_positive_share_pct,fee_adjusted_close_positive_intervals,fee_adjusted_close_positive_share_pct,conservative_fee_adjusted_positive_intervals,conservative_fee_adjusted_positive_share_pct,median_explicit_fee_total_bps,mean_observed_spread_bps,median_observed_spread_bps,max_observed_spread_bps,mean_fee_adjusted_spread_bps,median_fee_adjusted_spread_bps,max_fee_adjusted_spread_bps,mean_conservative_fee_adjusted_spread_bps,median_conservative_fee_adjusted_spread_bps,max_conservative_fee_adjusted_spread_bps
1000.0,0.1,720,111,15.416666666666668,0,0.0,111,15.416666666666668,0,0.0,0,0.0,,59.80381554438325,62.17489456489922,159.15051498479605,,,,,,
2500.0,0.25,720,97,13.472222222222221,0,0.0,97,13.472222222222221,0,0.0,0,0.0,,57.65572328463211,56.967487583508,159.15051498479605,,,,,,
5000.0,0.5,720,88,12.222222222222221,0,0.0,88,12.222222222222221,0,0.0,0,0.0,,55.864009724142036,56.23995404368975,159.15051498479605,,,,,,
10000.0,1.0,720,73,10.13888888888889,0,0.0,73,10.13888888888889,0,0.0,0,0.0,,49.7682332946838,50.20728733116542,155.88972336853192,,,,,,
20000.0,2.0,720,60,8.333333333333332,0,0.0,60,8.333333333333332,0,0.0,0,0.0,,46.50165863628372,37.93883484894511,155.88972336853192,,,,,,
50000.0,5.0,720,48,6.666666666666667,0,0.0,48,6.666666666666667,0,0.0,0,0.0,,44.92413766110241,30.86557627503206,155.88972336853192,,,,,,
100000.0,10.0,720,42,5.833333333333333,0,0.0,42,5.833333333333333,0,0.0,0,0.0,,44.53403893373982,28.865254643394287,155.88972336853192,,,,,,
200000.0,20.0,720,35,4.861111111111112,0,0.0,35,4.861111111111112,0,0.0,0,0.0,,39.77149510523978,26.410735767463667,132.50046396754865,,,,,,
