window_id,start_timestamp,end_timestamp,seconds,route_name,buy_dex,sell_dex,conversion_dex,max_net_edge_bps,mean_net_edge_bps,max_net_profit_quote,mean_net_profit_quote
2,2026-04-17 16:50:28+00:00,2026-04-17 17:05:57+00:00,930,usdt_atom_axlusdc_usdt,equilibre_atom_usdt,equilibre_atom_axlusdc,equilibre_usdt_axlusdc,973.893052228969,697.2945430818116,0.04869465261144845,0.034864727154090586
1,2026-04-16 19:00:51+00:00,2026-04-16 19:12:06+00:00,676,usdt_atom_axlusdc_usdt,equilibre_atom_usdt,equilibre_atom_axlusdc,equilibre_usdt_axlusdc,759.9695484965108,743.8808828037464,0.03799847742482554,0.03719404414018732
