window_id,start_timestamp,end_timestamp,seconds,buy_dex,sell_dex,max_net_edge_bps_floor,mean_net_edge_bps_floor,max_net_profit_quote_floor,mean_net_profit_quote_floor
112,2026-04-17 17:47:49+00:00,2026-04-17 17:57:49+00:00,601,raydium_cpmm,meteora_damm_v2,887.4161617883815,886.9686162817585,0.007638996756572414,0.007635144225121307
78,2026-04-17 01:21:58+00:00,2026-04-17 01:31:59+00:00,602,raydium_cpmm,meteora_damm_v2,887.0185940935793,859.1321116632378,0.007558081311686155,0.007320467012381858
88,2026-04-17 07:03:35+00:00,2026-04-17 07:13:39+00:00,605,raydium_cpmm,meteora_damm_v2,886.9370177834493,857.6067674833457,0.0074949642374229925,0.007273366246993076
95,2026-04-17 10:27:22+00:00,2026-04-17 10:40:28+00:00,787,raydium_cpmm,meteora_damm_v2,886.3325177069887,874.6014961742688,0.007485945005411613,0.007389032346831256
84,2026-04-17 04:44:24+00:00,2026-04-17 04:44:30+00:00,7,raydium_cpmm,meteora_damm_v2,878.9030229662516,878.9030229662516,0.0074326102961969065,0.0074326102961969065
82,2026-04-17 03:41:18+00:00,2026-04-17 03:50:44+00:00,567,raydium_cpmm,meteora_damm_v2,878.2982230912997,878.2982230912997,0.007397229149564732,0.007397229149564732
86,2026-04-17 06:34:48+00:00,2026-04-17 06:44:48+00:00,601,raydium_cpmm,meteora_damm_v2,876.5827396225595,875.5421013789781,0.007382109147602397,0.007373345451090878
75,2026-04-16 22:01:52+00:00,2026-04-16 22:11:56+00:00,605,raydium_cpmm,meteora_damm_v2,876.0470391182554,833.3098517907299,0.007494756093170473,0.0071569829730939
81,2026-04-17 02:22:35+00:00,2026-04-17 02:41:27+00:00,1133,raydium_cpmm,meteora_damm_v2,866.7733955066316,855.8132184375027,0.007313888209702546,0.007234434657258155
74,2026-04-16 21:25:19+00:00,2026-04-16 21:35:21+00:00,603,raydium_cpmm,meteora_damm_v2,862.94300933552,848.1470431721455,0.007393506259027639,0.0072668023809747675
94,2026-04-17 10:14:41+00:00,2026-04-17 10:22:52+00:00,492,raydium_cpmm,meteora_damm_v2,860.1273203609175,860.1273203609175,0.007311203422113471,0.007311203422113471
90,2026-04-17 08:34:22+00:00,2026-04-17 08:36:26+00:00,125,raydium_cpmm,meteora_damm_v2,860.1242999975763,849.4511356392627,0.007323112778995496,0.00723913607154471
91,2026-04-17 08:42:02+00:00,2026-04-17 08:45:05+00:00,184,raydium_cpmm,meteora_damm_v2,859.7953025939895,859.7953025939895,0.007320311689559388,0.007320311689559389
68,2026-04-16 18:38:22+00:00,2026-04-16 19:12:24+00:00,2043,raydium_cpmm,meteora_damm_v2,859.1190154520897,811.1752669960908,0.007303957139543621,0.006927676139066612
79,2026-04-17 01:33:20+00:00,2026-04-17 01:43:25+00:00,606,raydium_cpmm,meteora_damm_v2,857.2813865517377,847.8393589419031,0.007296034244040454,0.00721571459020496
89,2026-04-17 07:51:01+00:00,2026-04-17 07:59:41+00:00,521,raydium_cpmm,meteora_damm_v2,843.0529063578333,843.0529063578333,0.007147780554266523,0.007147780554266523
69,2026-04-16 19:33:56+00:00,2026-04-16 19:52:26+00:00,1111,raydium_cpmm,meteora_damm_v2,840.9269030884553,809.3046796856441,0.007261352287101232,0.006997722364553337
66,2026-04-16 17:43:13+00:00,2026-04-16 18:16:49+00:00,2017,raydium_cpmm,meteora_damm_v2,838.8254711779281,810.6326481713265,0.00703002792641522,0.00677395142066459
