timestamp,open_usd,high_usd,low_usd,close_usd,volume_usd,market_slug,network,pool_address,pool_name,dex_id,reserve_in_usd,volume_h24_usd,fee_bps_from_name,explicit_pool_fee_bps,pool_fee_source,pool_fee_percentage,locked_liquidity_percentage,selected_for_dataset
2026-03-16 08:00:00+00:00,93.48514455082696,94.0777806053879,92.81977184006666,92.86172403001463,6188389.22877371,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 09:00:00+00:00,92.86172403001463,93.3625221922715,92.62823,93.28368878309263,3034866.069474625,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 10:00:00+00:00,93.28368878309263,94.5179584120983,93.28318356672422,93.72922543322788,3755927.732928393,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 11:00:00+00:00,93.72922543322788,93.83125197460292,93.4792521659827,93.81972382455974,2259094.7189843184,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 12:00:00+00:00,93.81972382455974,94.0791879875549,93.325457767277,93.86209022811977,6624013.358801683,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 13:00:00+00:00,93.86209022811977,94.91725759337909,93.3852140077821,93.67690683457427,11521237.538851822,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 14:00:00+00:00,93.67690683457427,94.5998555765206,92.4826463355153,93.412389734213,17868354.396593645,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 15:00:00+00:00,93.412389734213,94.2080628632251,93.33076032984238,93.33076032984238,10867300.501768572,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 16:00:00+00:00,93.33076032984238,93.8598117764296,93.0857718181818,93.834833440482,7674487.382489287,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 17:00:00+00:00,93.834833440482,94.4292136841347,93.6058027998636,94.088680066271,6595959.047099984,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 18:00:00+00:00,94.088680066271,94.9665824003689,94.08867308483232,94.58865910819478,7029792.54224215,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 19:00:00+00:00,94.58865910819478,95.455663230025,94.2909934411213,95.2596238347862,9398078.341777297,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 20:00:00+00:00,95.2596238347862,95.9893526179338,94.9914840847176,95.74804294530291,4884953.352692775,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 21:00:00+00:00,95.74804294530291,96.8395618904926,95.4365111111111,96.45342843816174,13399625.421879012,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 22:00:00+00:00,96.45342843816174,97.5415689441065,96.1685154086169,96.43296298834538,7494937.1296137655,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-16 23:00:00+00:00,96.43296298834538,96.4678338038137,95.4314989094932,96.20690015462824,5042103.11015454,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 00:00:00+00:00,96.20690015462824,96.7055680439408,95.3684378437716,95.37492587759007,11286251.778996505,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 01:00:00+00:00,95.37492587759007,96.0893200436406,95.0686374470804,95.60233814731448,10935090.157151107,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 02:00:00+00:00,95.60233814731448,95.650631858509,94.9761049790213,95.29025023419736,4832728.534949274,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 03:00:00+00:00,95.29025023419736,95.5733111631796,93.6204687931771,93.94516646151703,6928116.946206588,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 04:00:00+00:00,93.94516646151703,95.0570342205323,93.2772975388174,93.64806377574938,5534224.755984852,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 05:00:00+00:00,93.64806377574938,94.2417773158652,93.3621248335256,93.77118724796802,4805270.988672424,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 06:00:00+00:00,93.77118724796802,94.21388989230891,93.5366571508636,94.0633488071883,3831213.3720345735,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 07:00:00+00:00,94.0633488071883,94.698670865328,93.8108213312573,94.44956811879479,2651039.3477581725,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 08:00:00+00:00,94.44956811879479,94.9119018656923,94.2362297902592,94.54125476007273,4997069.661195239,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 09:00:00+00:00,94.54125476007273,95.1390069522895,93.7141492537313,93.94418133591826,5981635.185085591,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 10:00:00+00:00,93.94418133591826,94.079277471149,93.5024038395219,93.52369209759497,5119416.055857552,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 11:00:00+00:00,93.52369209759497,93.9783042896324,93.51543970993012,93.90624280437325,3550481.9588473933,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 12:00:00+00:00,93.90624280437325,94.3396226415094,93.1370253428396,93.37215942886981,5695112.186098573,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 13:00:00+00:00,93.37215942886981,94.3613125670351,93.1421605193777,93.811357681464,11386146.335084537,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 14:00:00+00:00,93.811357681464,95.0570342205323,93.5032754839845,94.32389868891345,11283119.657288851,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 15:00:00+00:00,94.32389868891345,95.1579693314014,93.2487579062916,93.72754631356234,10980349.683246398,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 16:00:00+00:00,93.72754631356234,94.8279779608931,93.6807285983611,94.30567599843943,8164740.1229721075,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 17:00:00+00:00,94.30567599843943,94.8097178443835,94.2552393472382,94.44532329789065,4933172.614793478,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 18:00:00+00:00,94.44532329789065,95.5762314975535,94.2476,95.17937573620267,5413773.796804869,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 19:00:00+00:00,95.17937573620267,95.5149736799321,94.6400200295553,94.77574707256053,5966047.3694007555,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 20:00:00+00:00,94.77574707256053,95.1035003398772,94.438947133268,94.76695777390552,2994109.6717120116,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 21:00:00+00:00,94.76695777390552,95.5098103765866,94.76695777390552,95.20254121534533,2905502.6317550824,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 22:00:00+00:00,95.20254121534533,95.5439566786141,94.83630446696006,95.31971205039456,5327824.810305602,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-17 23:00:00+00:00,95.31971205039456,95.5914120216601,94.84415342445878,94.84415342445878,3403538.2063466976,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 00:00:00+00:00,94.84415342445878,94.9998407042671,94.1459393939394,94.4766787847307,6309511.904378958,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 01:00:00+00:00,94.4766787847307,94.9672170792462,94.2370336700337,94.57504209499297,4384691.916847563,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 02:00:00+00:00,94.57504209499297,95.2473633793043,94.5198719022981,95.02265252516001,3592083.0377705363,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 03:00:00+00:00,95.02265252516001,95.6851176448234,94.84496976301331,95.23187912144026,3426769.5930880127,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 04:00:00+00:00,95.23187912144026,95.4655563407385,94.26859749537067,94.36494948217269,3670602.6619111733,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 05:00:00+00:00,94.36494948217269,94.36494948217269,93.8646510574763,94.01292584700344,4205805.572900341,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 06:00:00+00:00,94.01292584700344,94.6875460882063,93.8627211901536,94.31900154089102,2720593.5196827194,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 07:00:00+00:00,94.31900154089102,94.4292744564469,93.8821031261255,93.9105809218635,2569252.527330256,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
2026-03-18 08:00:00+00:00,93.9105809218635,95.0570342205323,93.813528217717,93.879062459219,3447398.5123004005,solana_research,solana,Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL / USDC,orca,29258844.7278,128248197.620923,,,unknown,,,True
